"customer_id","quarter","customer_lifetime_value_quarterly"
2375,"2023-04-01 00:00:00+03",37651.67
7095,"2023-07-01 00:00:00+03",37316.0
6705,"2023-04-01 00:00:00+03",0.0
6134,"2023-01-01 00:00:00+02",0.0
8404,"2023-10-01 00:00:00+03",7429.0
2068,"2023-04-01 00:00:00+03",25162.33
3165,"2022-04-01 00:00:00+03",0.0
4475,"2023-07-01 00:00:00+03",0.0
5715,"2022-07-01 00:00:00+03",47468.33
3550,"2022-01-01 00:00:00+02",0.0
986,"2022-10-01 00:00:00+03",0.0
427,"2024-01-01 00:00:00+02",29893.33
9936,"2024-01-01 00:00:00+02",0.0
4244,"2023-04-01 00:00:00+03",25821.0
8600,"2023-07-01 00:00:00+03",0.0
4063,"2023-10-01 00:00:00+03",79907.67
2037,"2024-01-01 00:00:00+02",149023.33
1874,"2023-04-01 00:00:00+03",0.0
9978,"2022-04-01 00:00:00+03",57316.67
9262,"2023-10-01 00:00:00+03",29868.0
7228,"2023-10-01 00:00:00+03",28468.33
7557,"2022-07-01 00:00:00+03",0.0
5034,"2022-04-01 00:00:00+03",1228.67
850,"2023-01-01 00:00:00+02",0.0
5437,"2024-01-01 00:00:00+02",0.0
9320,"2022-07-01 00:00:00+03",49355.67
1839,"2023-04-01 00:00:00+03",37525.0
4511,"2022-10-01 00:00:00+03",46651.33
2877,"2023-07-01 00:00:00+03",44339.67
6573,"2024-01-01 00:00:00+02",0.0
3407,"2022-10-01 00:00:00+03",0.0
2097,"2022-07-01 00:00:00+03",0.0
4255,"2022-04-01 00:00:00+03",50641.33
3726,"2022-04-01 00:00:00+03",0.0
3934,"2022-04-01 00:00:00+03",9310.0
2361,"2022-04-01 00:00:00+03",60920.33
4276,"2022-07-01 00:00:00+03",25726.0
6916,"2022-07-01 00:00:00+03",0.0
4337,"2023-10-01 00:00:00+03",32268.33
6647,"2023-01-01 00:00:00+02",22230.0
8480,"2022-07-01 00:00:00+03",0.0
8629,"2023-07-01 00:00:00+03",0.0
7986,"2022-10-01 00:00:00+03",6643.67
54,"2022-04-01 00:00:00+03",0.0
7338,"2022-04-01 00:00:00+03",0.0
4854,"2023-04-01 00:00:00+03",6897.0
2979,"2023-10-01 00:00:00+03",0.0
8176,"2024-01-01 00:00:00+02",0.0
556,"2022-04-01 00:00:00+03",0.0
4324,"2022-04-01 00:00:00+03",45720.33
8544,"2023-07-01 00:00:00+03",0.0
3474,"2022-01-01 00:00:00+02",0.0
1549,"2022-07-01 00:00:00+03",97204.0
1360,"2022-04-01 00:00:00+03",0.0
53,"2022-04-01 00:00:00+03",0.0
4184,"2023-07-01 00:00:00+03",0.0
6963,"2022-04-01 00:00:00+03",56632.67
9357,"2023-01-01 00:00:00+02",15200.0
7015,"2023-01-01 00:00:00+02",0.0
3257,"2023-01-01 00:00:00+02",60204.67
2715,"2022-04-01 00:00:00+03",0.0
7171,"2022-01-01 00:00:00+02",20311.0
2276,"2023-04-01 00:00:00+03",0.0
4418,"2023-01-01 00:00:00+02",18708.67
4942,"2022-10-01 00:00:00+03",0.0
8518,"2022-07-01 00:00:00+03",53212.67
6688,"2023-01-01 00:00:00+02",0.0
8202,"2023-10-01 00:00:00+03",60312.33
8090,"2022-07-01 00:00:00+03",29621.0
4963,"2023-07-01 00:00:00+03",0.0
9299,"2023-01-01 00:00:00+02",5548.0
1328,"2023-10-01 00:00:00+03",12343.67
6763,"2022-07-01 00:00:00+03",0.0
4215,"2023-04-01 00:00:00+03",31552.67
4383,"2023-04-01 00:00:00+03",0.0
5042,"2022-07-01 00:00:00+03",0.0
4998,"2023-10-01 00:00:00+03",0.0
6139,"2022-10-01 00:00:00+03",51439.33
6295,"2022-07-01 00:00:00+03",0.0
828,"2023-10-01 00:00:00+03",0.0
4835,"2023-04-01 00:00:00+03",36606.67
2941,"2023-01-01 00:00:00+02",0.0
1279,"2023-07-01 00:00:00+03",0.0
7606,"2022-10-01 00:00:00+03",42819.67
6397,"2022-10-01 00:00:00+03",0.0
7877,"2023-10-01 00:00:00+03",0.0
2913,"2022-07-01 00:00:00+03",0.0
3879,"2022-07-01 00:00:00+03",0.0
9067,"2023-07-01 00:00:00+03",0.0
6718,"2023-01-01 00:00:00+02",0.0
7454,"2023-10-01 00:00:00+03",0.0
3518,"2023-07-01 00:00:00+03",0.0
3794,"2023-04-01 00:00:00+03",23123.0
9626,"2022-04-01 00:00:00+03",41603.67
4224,"2023-10-01 00:00:00+03",59850.0
8192,"2023-01-01 00:00:00+02",0.0
8887,"2023-10-01 00:00:00+03",35732.67
2913,"2023-01-01 00:00:00+02",59628.33
5800,"2022-04-01 00:00:00+03",0.0
6095,"2022-04-01 00:00:00+03",0.0
1951,"2022-10-01 00:00:00+03",601.67
8921,"2023-04-01 00:00:00+03",20393.33
3226,"2023-07-01 00:00:00+03",48184.0
730,"2022-07-01 00:00:00+03",32749.67
5405,"2023-07-01 00:00:00+03",8733.67
5165,"2022-10-01 00:00:00+03",47607.67
8721,"2023-07-01 00:00:00+03",0.0
5978,"2022-04-01 00:00:00+03",0.0
7385,"2023-01-01 00:00:00+02",0.0
6222,"2024-01-01 00:00:00+02",50780.67
8280,"2023-01-01 00:00:00+02",0.0
7279,"2023-01-01 00:00:00+02",61034.33
5529,"2024-01-01 00:00:00+02",33408.33
7259,"2022-01-01 00:00:00+02",44992.0
1525,"2023-07-01 00:00:00+03",21267.33
4761,"2022-07-01 00:00:00+03",60166.67
4162,"2022-10-01 00:00:00+03",0.0
8167,"2022-04-01 00:00:00+03",0.0
8367,"2023-04-01 00:00:00+03",0.0
3337,"2023-04-01 00:00:00+03",109497.0
3323,"2023-07-01 00:00:00+03",6460.0
5566,"2023-07-01 00:00:00+03",0.0
3045,"2023-10-01 00:00:00+03",13217.67
5032,"2022-04-01 00:00:00+03",43643.0
1488,"2022-04-01 00:00:00+03",0.0
7541,"2023-04-01 00:00:00+03",73308.33
6046,"2022-07-01 00:00:00+03",52908.67
4972,"2022-10-01 00:00:00+03",17188.67
2761,"2024-01-01 00:00:00+02",16479.33
9272,"2023-10-01 00:00:00+03",0.0
9287,"2022-04-01 00:00:00+03",88799.67
2044,"2023-01-01 00:00:00+02",2520.67
6943,"2023-04-01 00:00:00+03",0.0
6157,"2023-04-01 00:00:00+03",46391.67
3239,"2023-01-01 00:00:00+02",33205.67
8735,"2023-01-01 00:00:00+02",0.0
558,"2022-07-01 00:00:00+03",14503.33
9951,"2023-10-01 00:00:00+03",40014.0
2987,"2023-10-01 00:00:00+03",5750.67
8259,"2023-07-01 00:00:00+03",16308.33
958,"2023-01-01 00:00:00+02",20583.33
4113,"2022-07-01 00:00:00+03",50527.33
5108,"2022-01-01 00:00:00+02",42465.0
3462,"2022-10-01 00:00:00+03",39773.33
6729,"2022-10-01 00:00:00+03",14072.67
5441,"2023-10-01 00:00:00+03",52934.0
5309,"2023-10-01 00:00:00+03",19937.33
5142,"2024-01-01 00:00:00+02",75879.67
2069,"2023-04-01 00:00:00+03",0.0
2874,"2022-10-01 00:00:00+03",31996.0
4218,"2022-01-01 00:00:00+02",0.0
8318,"2023-07-01 00:00:00+03",54834.0
1421,"2022-07-01 00:00:00+03",0.0
4356,"2023-04-01 00:00:00+03",0.0
8847,"2022-01-01 00:00:00+02",12369.0
1812,"2023-10-01 00:00:00+03",0.0
7350,"2023-07-01 00:00:00+03",0.0
7739,"2023-07-01 00:00:00+03",34111.33
6656,"2023-04-01 00:00:00+03",0.0
2317,"2023-07-01 00:00:00+03",0.0
7381,"2022-10-01 00:00:00+03",19164.67
2338,"2022-10-01 00:00:00+03",0.0
9713,"2023-07-01 00:00:00+03",0.0
5268,"2023-10-01 00:00:00+03",52155.0
3492,"2023-10-01 00:00:00+03",59166.0
2054,"2023-04-01 00:00:00+03",0.0
621,"2022-10-01 00:00:00+03",57228.0
4504,"2023-04-01 00:00:00+03",0.0
9460,"2022-01-01 00:00:00+02",0.0
631,"2022-10-01 00:00:00+03",0.0
3287,"2022-07-01 00:00:00+03",74923.33
3617,"2023-04-01 00:00:00+03",21280.0
1371,"2022-10-01 00:00:00+03",107337.33
2670,"2023-01-01 00:00:00+02",10171.33
9321,"2024-01-01 00:00:00+02",68672.33
6785,"2022-07-01 00:00:00+03",139409.33
7411,"2023-10-01 00:00:00+03",74150.67
4625,"2023-10-01 00:00:00+03",70857.33
8859,"2023-04-01 00:00:00+03",18151.33
2997,"2023-01-01 00:00:00+02",0.0
4251,"2024-01-01 00:00:00+02",37461.67
8273,"2022-10-01 00:00:00+03",0.0
7690,"2022-04-01 00:00:00+03",7391.0
9886,"2023-10-01 00:00:00+03",0.0
8073,"2022-10-01 00:00:00+03",0.0
8678,"2023-07-01 00:00:00+03",28322.67
7421,"2022-04-01 00:00:00+03",0.0
7269,"2022-10-01 00:00:00+03",0.0
6285,"2022-07-01 00:00:00+03",14174.0
7620,"2023-10-01 00:00:00+03",63168.67
268,"2022-10-01 00:00:00+03",0.0
8295,"2023-04-01 00:00:00+03",0.0
6602,"2023-01-01 00:00:00+02",0.0
175,"2022-04-01 00:00:00+03",0.0
5193,"2023-10-01 00:00:00+03",0.0
1288,"2022-07-01 00:00:00+03",58621.33
3525,"2022-10-01 00:00:00+03",0.0
4450,"2023-07-01 00:00:00+03",0.0
974,"2022-07-01 00:00:00+03",0.0
2904,"2023-01-01 00:00:00+02",7061.67
4884,"2022-10-01 00:00:00+03",0.0
7998,"2022-10-01 00:00:00+03",0.0
6501,"2023-01-01 00:00:00+02",0.0
5844,"2024-01-01 00:00:00+02",0.0
14,"2022-10-01 00:00:00+03",0.0
491,"2022-04-01 00:00:00+03",0.0
8425,"2022-01-01 00:00:00+02",12362.67
2958,"2023-01-01 00:00:00+02",40900.67
1430,"2023-10-01 00:00:00+03",0.0
7286,"2023-01-01 00:00:00+02",48374.0
3528,"2022-04-01 00:00:00+03",0.0
8333,"2023-07-01 00:00:00+03",0.0
9083,"2024-01-01 00:00:00+02",46854.0
3530,"2023-07-01 00:00:00+03",0.0
3122,"2022-07-01 00:00:00+03",0.0
7537,"2022-04-01 00:00:00+03",0.0
1577,"2022-04-01 00:00:00+03",0.0
8256,"2022-10-01 00:00:00+03",28227.67
255,"2023-07-01 00:00:00+03",0.0
3172,"2023-01-01 00:00:00+02",0.0
8090,"2023-01-01 00:00:00+02",0.0
9331,"2024-01-01 00:00:00+02",49419.0
6181,"2022-10-01 00:00:00+03",0.0
7948,"2023-04-01 00:00:00+03",0.0
2888,"2023-10-01 00:00:00+03",15345.67
3738,"2022-04-01 00:00:00+03",0.0
5832,"2023-10-01 00:00:00+03",52364.0
2314,"2023-01-01 00:00:00+02",0.0
1710,"2022-04-01 00:00:00+03",0.0
4368,"2023-10-01 00:00:00+03",0.0
3916,"2023-07-01 00:00:00+03",0.0
765,"2023-01-01 00:00:00+02",41477.0
7367,"2023-04-01 00:00:00+03",58317.33
8589,"2023-01-01 00:00:00+02",28519.0
7107,"2022-10-01 00:00:00+03",0.0
3546,"2023-01-01 00:00:00+02",61997.0
5579,"2023-04-01 00:00:00+03",0.0
1303,"2023-10-01 00:00:00+03",0.0
7957,"2023-04-01 00:00:00+03",0.0
3636,"2024-01-01 00:00:00+02",35872.0
1106,"2022-04-01 00:00:00+03",15022.67
9414,"2023-01-01 00:00:00+02",0.0
5157,"2022-04-01 00:00:00+03",23116.67
4440,"2022-10-01 00:00:00+03",7080.67
2618,"2023-04-01 00:00:00+03",0.0
5622,"2024-01-01 00:00:00+02",0.0
9341,"2023-07-01 00:00:00+03",28645.67
7574,"2022-10-01 00:00:00+03",0.0
2126,"2022-10-01 00:00:00+03",7802.67
6846,"2022-10-01 00:00:00+03",0.0
7831,"2023-04-01 00:00:00+03",0.0
3952,"2022-10-01 00:00:00+03",0.0
3823,"2023-04-01 00:00:00+03",0.0
5039,"2022-04-01 00:00:00+03",57380.0
9446,"2023-07-01 00:00:00+03",0.0
1455,"2022-10-01 00:00:00+03",0.0
203,"2024-01-01 00:00:00+02",0.0
9690,"2023-04-01 00:00:00+03",53751.0
9170,"2022-04-01 00:00:00+03",0.0
1434,"2023-01-01 00:00:00+02",0.0
4157,"2022-10-01 00:00:00+03",45815.33
9493,"2023-01-01 00:00:00+02",0.0
2045,"2022-07-01 00:00:00+03",0.0
85,"2024-01-01 00:00:00+02",0.0
4567,"2022-04-01 00:00:00+03",0.0
7184,"2022-04-01 00:00:00+03",0.0
6813,"2023-07-01 00:00:00+03",0.0
2520,"2022-10-01 00:00:00+03",11729.33
5778,"2022-10-01 00:00:00+03",0.0
1109,"2023-04-01 00:00:00+03",0.0
5758,"2022-01-01 00:00:00+02",61699.33
4245,"2023-07-01 00:00:00+03",45549.33
567,"2024-01-01 00:00:00+02",45859.67
5961,"2022-10-01 00:00:00+03",0.0
784,"2022-04-01 00:00:00+03",0.0
7243,"2023-04-01 00:00:00+03",0.0
5780,"2022-10-01 00:00:00+03",54960.67
6045,"2022-04-01 00:00:00+03",61439.67
4444,"2022-10-01 00:00:00+03",50115.67
9021,"2022-10-01 00:00:00+03",0.0
1906,"2022-07-01 00:00:00+03",33940.33
4262,"2023-10-01 00:00:00+03",52231.0
2252,"2022-07-01 00:00:00+03",0.0
9199,"2022-10-01 00:00:00+03",0.0
5515,"2024-01-01 00:00:00+02",0.0
2528,"2023-10-01 00:00:00+03",0.0
8704,"2022-10-01 00:00:00+03",0.0
2579,"2022-04-01 00:00:00+03",0.0
2686,"2023-10-01 00:00:00+03",7619.0
118,"2023-01-01 00:00:00+02",64327.67
178,"2023-10-01 00:00:00+03",0.0
3705,"2022-10-01 00:00:00+03",87868.67
6103,"2024-01-01 00:00:00+02",0.0
1781,"2024-01-01 00:00:00+02",0.0
5531,"2023-10-01 00:00:00+03",0.0
6994,"2023-10-01 00:00:00+03",0.0
6540,"2023-10-01 00:00:00+03",34358.33
9221,"2023-07-01 00:00:00+03",0.0
2449,"2023-01-01 00:00:00+02",0.0
1158,"2023-07-01 00:00:00+03",40983.0
9362,"2023-07-01 00:00:00+03",19614.33
6372,"2022-07-01 00:00:00+03",0.0
4670,"2022-10-01 00:00:00+03",0.0
1314,"2023-01-01 00:00:00+02",87932.0
4722,"2022-07-01 00:00:00+03",0.0
4733,"2023-04-01 00:00:00+03",0.0
9907,"2023-07-01 00:00:00+03",0.0
8220,"2022-07-01 00:00:00+03",0.0
8028,"2022-04-01 00:00:00+03",0.0
6154,"2024-01-01 00:00:00+02",5263.0
5579,"2023-01-01 00:00:00+02",0.0
2631,"2022-10-01 00:00:00+03",25137.0
9963,"2023-07-01 00:00:00+03",26232.67
991,"2023-04-01 00:00:00+03",0.0
3242,"2022-07-01 00:00:00+03",159492.33
3468,"2024-01-01 00:00:00+02",0.0
9325,"2023-10-01 00:00:00+03",0.0
9542,"2024-01-01 00:00:00+02",0.0
1638,"2023-07-01 00:00:00+03",0.0
396,"2024-01-01 00:00:00+02",0.0
9877,"2024-01-01 00:00:00+02",0.0
5614,"2023-01-01 00:00:00+02",0.0
5456,"2023-10-01 00:00:00+03",0.0
1026,"2022-10-01 00:00:00+03",0.0
8961,"2023-01-01 00:00:00+02",0.0
3039,"2023-04-01 00:00:00+03",38867.67
6171,"2023-10-01 00:00:00+03",0.0
6902,"2023-10-01 00:00:00+03",0.0
7804,"2023-04-01 00:00:00+03",0.0
1368,"2022-04-01 00:00:00+03",0.0
6894,"2022-07-01 00:00:00+03",33497.0
6073,"2022-07-01 00:00:00+03",0.0
8845,"2022-04-01 00:00:00+03",0.0
2491,"2022-04-01 00:00:00+03",0.0
5638,"2022-10-01 00:00:00+03",0.0
9665,"2023-10-01 00:00:00+03",3914.0
8650,"2023-10-01 00:00:00+03",82453.67
5430,"2023-07-01 00:00:00+03",0.0
5751,"2023-07-01 00:00:00+03",50046.0
2089,"2024-01-01 00:00:00+02",0.0
1472,"2023-07-01 00:00:00+03",35346.33
4334,"2022-04-01 00:00:00+03",0.0
3607,"2022-07-01 00:00:00+03",18867.0
3800,"2023-10-01 00:00:00+03",0.0
3902,"2022-10-01 00:00:00+03",0.0
8715,"2023-01-01 00:00:00+02",69533.67
328,"2022-07-01 00:00:00+03",0.0
8770,"2022-10-01 00:00:00+03",55967.67
9141,"2022-04-01 00:00:00+03",87355.67
9212,"2023-01-01 00:00:00+02",0.0
8804,"2023-01-01 00:00:00+02",59799.33
4209,"2023-10-01 00:00:00+03",67412.0
7829,"2024-01-01 00:00:00+02",68653.33
510,"2023-07-01 00:00:00+03",4028.0
9060,"2023-07-01 00:00:00+03",0.0
7691,"2024-01-01 00:00:00+02",0.0
9704,"2022-10-01 00:00:00+03",13553.33
4091,"2023-04-01 00:00:00+03",0.0
2339,"2022-10-01 00:00:00+03",10545.0
4205,"2024-01-01 00:00:00+02",40451.0
7021,"2024-01-01 00:00:00+02",27537.33
6609,"2022-10-01 00:00:00+03",98255.33
101,"2024-01-01 00:00:00+02",0.0
3791,"2022-04-01 00:00:00+03",82289.0
6236,"2022-04-01 00:00:00+03",0.0
2289,"2022-07-01 00:00:00+03",34681.33
1166,"2023-10-01 00:00:00+03",0.0
1752,"2022-10-01 00:00:00+03",0.0
2845,"2023-10-01 00:00:00+03",0.0
5869,"2024-01-01 00:00:00+02",0.0
4817,"2022-10-01 00:00:00+03",0.0
3026,"2023-07-01 00:00:00+03",0.0
7217,"2023-01-01 00:00:00+02",61876.67
3061,"2023-10-01 00:00:00+03",27499.33
264,"2022-10-01 00:00:00+03",0.0
9237,"2023-10-01 00:00:00+03",0.0
1876,"2022-01-01 00:00:00+02",65809.67
2171,"2022-04-01 00:00:00+03",1678.33
3885,"2023-04-01 00:00:00+03",58456.67
9727,"2023-10-01 00:00:00+03",36416.67
7176,"2024-01-01 00:00:00+02",0.0
4702,"2022-07-01 00:00:00+03",0.0
6272,"2022-04-01 00:00:00+03",50400.67
6143,"2023-04-01 00:00:00+03",46486.67
6099,"2023-04-01 00:00:00+03",40172.33
4357,"2024-01-01 00:00:00+02",0.0
2245,"2022-07-01 00:00:00+03",0.0
305,"2024-01-01 00:00:00+02",0.0
5200,"2022-01-01 00:00:00+02",28601.33
5221,"2023-07-01 00:00:00+03",59489.0
9550,"2023-10-01 00:00:00+03",52389.33
4070,"2023-07-01 00:00:00+03",0.0
7886,"2022-04-01 00:00:00+03",83277.0
4458,"2023-01-01 00:00:00+02",0.0
8280,"2022-01-01 00:00:00+02",0.0
6310,"2022-04-01 00:00:00+03",0.0
9383,"2023-10-01 00:00:00+03",0.0
693,"2022-07-01 00:00:00+03",969.0
3993,"2024-01-01 00:00:00+02",31153.67
6464,"2022-07-01 00:00:00+03",28607.67
3948,"2024-01-01 00:00:00+02",0.0
4748,"2023-10-01 00:00:00+03",0.0
8961,"2023-07-01 00:00:00+03",53447.0
4096,"2022-10-01 00:00:00+03",0.0
8236,"2023-04-01 00:00:00+03",23547.33
2479,"2022-04-01 00:00:00+03",0.0
1998,"2023-10-01 00:00:00+03",14509.67
1484,"2023-10-01 00:00:00+03",34896.67
9360,"2023-07-01 00:00:00+03",0.0
6510,"2022-10-01 00:00:00+03",44105.33
181,"2022-07-01 00:00:00+03",0.0
1683,"2024-01-01 00:00:00+02",43440.33
59,"2023-04-01 00:00:00+03",0.0
7716,"2023-10-01 00:00:00+03",0.0
2323,"2022-07-01 00:00:00+03",0.0
7625,"2022-10-01 00:00:00+03",0.0
4757,"2022-10-01 00:00:00+03",39615.0
2525,"2023-04-01 00:00:00+03",0.0
404,"2022-04-01 00:00:00+03",0.0
9991,"2023-10-01 00:00:00+03",12001.67
1194,"2022-04-01 00:00:00+03",0.0
8619,"2023-07-01 00:00:00+03",0.0
4093,"2022-04-01 00:00:00+03",0.0
5729,"2024-01-01 00:00:00+02",44384.0
2926,"2022-10-01 00:00:00+03",40596.67
8969,"2024-01-01 00:00:00+02",0.0
9333,"2022-10-01 00:00:00+03",0.0
6313,"2023-04-01 00:00:00+03",0.0
100,"2023-01-01 00:00:00+02",0.0
531,"2024-01-01 00:00:00+02",0.0
4537,"2023-04-01 00:00:00+03",0.0
5727,"2023-04-01 00:00:00+03",46911.0
5830,"2023-04-01 00:00:00+03",0.0
4386,"2024-01-01 00:00:00+02",0.0
4814,"2023-07-01 00:00:00+03",0.0
105,"2024-01-01 00:00:00+02",0.0
7455,"2024-01-01 00:00:00+02",106444.33
4834,"2022-10-01 00:00:00+03",0.0
7773,"2023-10-01 00:00:00+03",0.0
6932,"2024-01-01 00:00:00+02",0.0
4811,"2023-01-01 00:00:00+02",0.0
9438,"2023-07-01 00:00:00+03",50869.33
1730,"2023-01-01 00:00:00+02",75284.33
2912,"2022-10-01 00:00:00+03",0.0
2951,"2023-10-01 00:00:00+03",72668.67
9145,"2023-01-01 00:00:00+02",0.0
1623,"2022-10-01 00:00:00+03",0.0
5831,"2024-01-01 00:00:00+02",0.0
122,"2022-04-01 00:00:00+03",24408.67
4903,"2022-10-01 00:00:00+03",12622.33
655,"2022-04-01 00:00:00+03",0.0
9574,"2023-04-01 00:00:00+03",0.0
6951,"2022-10-01 00:00:00+03",0.0
5935,"2022-07-01 00:00:00+03",0.0
3100,"2022-07-01 00:00:00+03",44770.33
5438,"2023-07-01 00:00:00+03",15516.67
3439,"2022-04-01 00:00:00+03",0.0
1834,"2022-07-01 00:00:00+03",20399.67
5727,"2024-01-01 00:00:00+02",66791.33
6745,"2022-07-01 00:00:00+03",0.0
1353,"2023-10-01 00:00:00+03",0.0
4482,"2024-01-01 00:00:00+02",47645.67
9053,"2023-01-01 00:00:00+02",23572.67
6199,"2023-04-01 00:00:00+03",37474.33
6187,"2023-10-01 00:00:00+03",56126.0
6597,"2023-07-01 00:00:00+03",11590.0
4977,"2022-04-01 00:00:00+03",0.0
6214,"2024-01-01 00:00:00+02",35941.67
5877,"2023-04-01 00:00:00+03",56734.0
2043,"2024-01-01 00:00:00+02",0.0
5123,"2023-07-01 00:00:00+03",0.0
111,"2023-10-01 00:00:00+03",0.0
1981,"2023-04-01 00:00:00+03",35454.0
4509,"2022-04-01 00:00:00+03",0.0
8374,"2022-07-01 00:00:00+03",0.0
6089,"2023-01-01 00:00:00+02",0.0
8921,"2024-01-01 00:00:00+02",0.0
8465,"2023-01-01 00:00:00+02",0.0
6729,"2023-01-01 00:00:00+02",218753.33
7588,"2022-10-01 00:00:00+03",0.0
9512,"2022-04-01 00:00:00+03",0.0
4702,"2022-10-01 00:00:00+03",0.0
4126,"2023-07-01 00:00:00+03",3635.33
776,"2023-01-01 00:00:00+02",59330.67
1310,"2022-10-01 00:00:00+03",0.0
6235,"2023-07-01 00:00:00+03",0.0
3127,"2023-04-01 00:00:00+03",0.0
8365,"2023-04-01 00:00:00+03",55993.0
2524,"2024-01-01 00:00:00+02",12780.67
3977,"2023-07-01 00:00:00+03",0.0
1143,"2023-04-01 00:00:00+03",30108.67
7215,"2022-04-01 00:00:00+03",0.0
5108,"2022-04-01 00:00:00+03",27328.33
6940,"2022-07-01 00:00:00+03",0.0
9007,"2023-07-01 00:00:00+03",0.0
9120,"2022-07-01 00:00:00+03",0.0
3936,"2022-07-01 00:00:00+03",0.0
8409,"2022-10-01 00:00:00+03",0.0
1321,"2023-04-01 00:00:00+03",0.0
4997,"2024-01-01 00:00:00+02",31483.0
9202,"2022-10-01 00:00:00+03",0.0
3251,"2022-07-01 00:00:00+03",0.0
7411,"2023-01-01 00:00:00+02",51914.33
9586,"2023-10-01 00:00:00+03",0.0
9289,"2023-04-01 00:00:00+03",0.0
3994,"2023-07-01 00:00:00+03",0.0
1022,"2024-01-01 00:00:00+02",0.0
557,"2022-07-01 00:00:00+03",49507.67
8341,"2023-07-01 00:00:00+03",47607.67
4379,"2023-07-01 00:00:00+03",47120.0
2440,"2023-01-01 00:00:00+02",0.0
6140,"2022-07-01 00:00:00+03",0.0
2978,"2022-04-01 00:00:00+03",0.0
5954,"2023-07-01 00:00:00+03",47139.0
2605,"2023-10-01 00:00:00+03",0.0
1497,"2022-01-01 00:00:00+02",0.0
2649,"2023-01-01 00:00:00+02",76012.67
5590,"2022-10-01 00:00:00+03",0.0
7178,"2023-07-01 00:00:00+03",0.0
5151,"2022-04-01 00:00:00+03",0.0
4315,"2023-04-01 00:00:00+03",37791.0
3323,"2022-10-01 00:00:00+03",11406.33
2028,"2023-04-01 00:00:00+03",58532.67
41,"2022-01-01 00:00:00+02",0.0
4824,"2022-04-01 00:00:00+03",42579.0
5412,"2023-01-01 00:00:00+02",58767.0
